FIPSCode,jurisdiction,households,median_household_income
37137,"Pamlico County, North Carolina",5352,44947
37139,"Pasquotank County, North Carolina",14780,48279
37141,"Pender County, North Carolina",21766,52989
37143,"Perquimans County, North Carolina",5919,45915
37145,"Person County, North Carolina",15744,48811
37147,"Pitt County, North Carolina",69169,44315
37149,"Polk County, North Carolina",9047,48834
37151,"Randolph County, North Carolina",56041,45006
37153,"Richmond County, North Carolina",18546,36091
37155,"Robeson County, North Carolina",45969,33679
37157,"Rockingham County, North Carolina",37201,42490
37159,"Rowan County, North Carolina",52301,48667
37161,"Rutherford County, North Carolina",26345,40347
37163,"Sampson County, North Carolina",23537,39068
37165,"Scotland County, North Carolina",13113,35617
37167,"Stanly County, North Carolina",23717,49590
37169,"Stokes County, North Carolina",19302,46169
37171,"Surry County, North Carolina",28985,41068
37173,"Swain County, North Carolina",5443,36773
37175,"Transylvania County, North Carolina",14123,46629
37177,"Tyrrell County, North Carolina",1631,35472
37179,"Union County, North Carolina",75165,75397
37181,"Vance County, North Carolina",16854,37282
37183,"Wake County, North Carolina",390498,76956
37185,"Warren County, North Carolina",7780,35962
37187,"Washington County, North Carolina",5073,35512
37189,"Watauga County, North Carolina",20355,45268
37191,"Wayne County, North Carolina",48153,42192
37193,"Wilkes County, North Carolina",28355,40829
37195,"Wilson County, North Carolina",32128,42850
37197,"Yadkin County, North Carolina",15448,42876
37199,"Yancey County, North Carolina",7402,39888
38001,"Adams County, North Dakota",1046,54875
38003,"Barnes County, North Dakota",5085,57064
38005,"Benson County, North Dakota",2285,44313
38007,"Billings County, North Dakota",385,92604
38009,"Bottineau County, North Dakota",3065,59882
38011,"Bowman County, North Dakota",1398,65063
38013,"Burke County, North Dakota",877,74931
38015,"Burleigh County, North Dakota",39495,69719
38017,"Cass County, North Dakota",74205,62031
38019,"Cavalier County, North Dakota",1737,67591
38021,"Dickey County, North Dakota",2170,60918
38023,"Divide County, North Dakota",1119,60074
38025,"Dunn County, North Dakota",1648,70500
38027,"Eddy County, North Dakota",1052,51563
38029,"Emmons County, North Dakota",1556,51029
38031,"Foster County, North Dakota",1440,60613
38033,"Golden Valley County, North Dakota",856,56087
38035,"Grand Forks County, North Dakota",30215,51951
38037,"Grant County, North Dakota",1094,50962
38039,"Griggs County, North Dakota",1056,52794
38041,"Hettinger County, North Dakota",1079,56761
38043,"Kidder County, North Dakota",1055,57734
38045,"LaMoure County, North Dakota",1813,59426
38047,"Logan County, North Dakota",883,58144
38049,"McHenry County, North Dakota",2628,62637
38051,"McIntosh County, North Dakota",1317,50739
38053,"McKenzie County, North Dakota",3899,80732
38055,"McLean County, North Dakota",4333,65648
38057,"Mercer County, North Dakota",3702,79890
38059,"Morton County, North Dakota",13536,67584
38061,"Mountrail County, North Dakota",3235,70678
38063,"Nelson County, North Dakota",1479,48798
38065,"Oliver County, North Dakota",750,68333
38067,"Pembina County, North Dakota",3180,64962
38069,"Pierce County, North Dakota",1937,48802
38071,"Ramsey County, North Dakota",5003,57313
38073,"Ransom County, North Dakota",2367,61810
38075,"Renville County, North Dakota",1022,68182
38077,"Richland County, North Dakota",6760,61990
38079,"Rolette County, North Dakota",4638,39884
38081,"Sargent County, North Dakota",1834,67200
38083,"Sheridan County, North Dakota",689,49261
38085,"Sioux County, North Dakota",1110,40862
38087,"Slope County, North Dakota",329,63942
38089,"Stark County, North Dakota",12150,75708
38091,"Steele County, North Dakota",891,65848
38093,"Stutsman County, North Dakota",9055,57642
38095,"Towner County, North Dakota",1036,53696
38097,"Traill County, North Dakota",3349,62870
38099,"Walsh County, North Dakota",4841,54414
38101,"Ward County, North Dakota",27564,67753
38103,"Wells County, North Dakota",1960,57989
38105,"Williams County, North Dakota",13695,86575
39001,"Adams County, Ohio",10835,36894
39003,"Allen County, Ohio",40537,50552
39005,"Ashland County, Ohio",20439,52730
39007,"Ashtabula County, Ohio",37652,44823
39009,"Athens County, Ohio",22620,37778
39011,"Auglaize County, Ohio",18723,61758
39013,"Belmont County, Ohio",26200,49361
39015,"Brown County, Ohio",17434,52356
39017,"Butler County, Ohio",138226,63358
39019,"Carroll County, Ohio",11126,52394
39021,"Champaign County, Ohio",15209,57103
39023,"Clark County, Ohio",54905,48502
39025,"Clermont County, Ohio",77181,64822
39027,"Clinton County, Ohio",16370,51354
39029,"Columbiana County, Ohio",41854,46306
39031,"Coshocton County, Ohio",14461,44491
39033,"Crawford County, Ohio",17755,42892
39035,"Cuyahoga County, Ohio",538531,48435
39037,"Darke County, Ohio",20838,52691
39039,"Defiance County, Ohio",15213,57665
39041,"Delaware County, Ohio",68649,104322
39043,"Erie County, Ohio",31301,52270
39045,"Fairfield County, Ohio",55748,66175
39047,"Fayette County, Ohio",11736,46478
39049,"Franklin County, Ohio",504702,58762
39051,"Fulton County, Ohio",16425,60231
39053,"Gallia County, Ohio",11662,42113
39055,"Geauga County, Ohio",35285,79956
39057,"Greene County, Ohio",65406,67109
39059,"Guernsey County, Ohio",16098,43975
39061,"Hamilton County, Ohio",339966,54976
39063,"Hancock County, Ohio",31887,55644
39065,"Hardin County, Ohio",11495,48773
39067,"Harrison County, Ohio",6200,48462
39069,"Henry County, Ohio",11065,59083
39071,"Highland County, Ohio",16646,43297
39073,"Hocking County, Ohio",11120,50000
39075,"Holmes County, Ohio",12437,62111
39077,"Huron County, Ohio",22860,51559
39079,"Jackson County, Ohio",12892,45340
39081,"Jefferson County, Ohio",27363,44819
39083,"Knox County, Ohio",23340,55131
39085,"Lake County, Ohio",95980,63475
39087,"Lawrence County, Ohio",23540,44372
39089,"Licking County, Ohio",64016,62715
39091,"Logan County, Ohio",18654,55150
39093,"Lorain County, Ohio",119536,56965
39095,"Lucas County, Ohio",179065,46924
39097,"Madison County, Ohio",15080,65264
39099,"Mahoning County, Ohio",98052,44682
39101,"Marion County, Ohio",24616,45464
39103,"Medina County, Ohio",68121,74243
39105,"Meigs County, Ohio",9193,43591
39107,"Mercer County, Ohio",16104,59417
39109,"Miami County, Ohio",41081,57544
39111,"Monroe County, Ohio",5945,43956
39113,"Montgomery County, Ohio",223894,49314
39115,"Morgan County, Ohio",6147,41731
39117,"Morrow County, Ohio",12650,56010
39119,"Muskingum County, Ohio",34239,45276
39121,"Noble County, Ohio",4967,47456
39123,"Ottawa County, Ohio",17691,57918
39125,"Paulding County, Ohio",7770,51933
39127,"Perry County, Ohio",13547,48811
39129,"Pickaway County, Ohio",19728,62214
39131,"Pike County, Ohio",10822,43729
39133,"Portage County, Ohio",61993,56618
39135,"Preble County, Ohio",16090,55374
39137,"Putnam County, Ohio",13236,62001
39139,"Richland County, Ohio",47998,47346
39141,"Ross County, Ohio",28747,48403
39143,"Sandusky County, Ohio",23562,51701
39145,"Scioto County, Ohio",30086,39731
39147,"Seneca County, Ohio",21652,49936
39149,"Shelby County, Ohio",18643,61042
39151,"Stark County, Ohio",152649,52190
39153,"Summit County, Ohio",224385,55448
39155,"Trumbull County, Ohio",86163,45975
39157,"Tuscarawas County, Ohio",36817,51170
39159,"Union County, Ohio",19546,82775
39161,"Van Wert County, Ohio",11419,52754
39163,"Vinton County, Ohio",5111,42114
39165,"Warren County, Ohio",81859,83330
39167,"Washington County, Ohio",25139,48572
39169,"Wayne County, Ohio",43385,56348
39171,"Williams County, Ohio",15246,49491
39173,"Wood County, Ohio",50443,59789
39175,"Wyandot County, Ohio",9076,52940
40001,"Adair County, Oklahoma",7742,32986
40003,"Alfalfa County, Oklahoma",1958,59569
40005,"Atoka County, Oklahoma",5302,38821
40007,"Beaver County, Oklahoma",2027,51996
40009,"Beckham County, Oklahoma",7562,48725
40011,"Blaine County, Oklahoma",3908,50391
40013,"Bryan County, Oklahoma",17157,43245
40015,"Caddo County, Oklahoma",10199,44588
40017,"Canadian County, Oklahoma",44633,71157
40019,"Carter County, Oklahoma",18336,49216
40021,"Cherokee County, Oklahoma",16507,40936
40023,"Choctaw County, Oklahoma",5991,32129
40025,"Cimarron County, Oklahoma",974,46071
40027,"Cleveland County, Oklahoma",105190,62863
40029,"Coal County, Oklahoma",2236,40000
40031,"Comanche County, Oklahoma",42610,52227
40033,"Cotton County, Oklahoma",2212,51623
40035,"Craig County, Oklahoma",5433,41701
40037,"Creek County, Oklahoma",26642,49578
40039,"Custer County, Oklahoma",10505,48884
40041,"Delaware County, Oklahoma",16574,39742
40043,"Dewey County, Oklahoma",1701,50037
40045,"Ellis County, Oklahoma",1607,52705
40047,"Garfield County, Oklahoma",23824,51332
40049,"Garvin County, Oklahoma",10425,45066
40051,"Grady County, Oklahoma",19836,58177
40053,"Grant County, Oklahoma",1825,56287
40055,"Greer County, Oklahoma",2041,38322
40057,"Harmon County, Oklahoma",1183,41607
40059,"Harper County, Oklahoma",1297,50114
40061,"Haskell County, Oklahoma",4864,39375
40063,"Hughes County, Oklahoma",4073,39265
40065,"Jackson County, Oklahoma",9868,45757
40067,"Jefferson County, Oklahoma",2367,37319
40069,"Johnston County, Oklahoma",4300,40077
40071,"Kay County, Oklahoma",17703,45426
40073,"Kingfisher County, Oklahoma",5694,60656
40075,"Kiowa County, Oklahoma",3772,38209
40077,"Latimer County, Oklahoma",4042,42363
40079,"Le Flore County, Oklahoma",18367,39769
40081,"Lincoln County, Oklahoma",12821,49362
40083,"Logan County, Oklahoma",15665,62035
40085,"Love County, Oklahoma",3193,52007
40087,"McClain County, Oklahoma",14159,64492
40089,"McCurtain County, Oklahoma",12791,35829
40091,"McIntosh County, Oklahoma",8413,37086
40093,"Major County, Oklahoma",3050,54118
40095,"Marshall County, Oklahoma",6240,45828
40097,"Mayes County, Oklahoma",15838,48853
40099,"Murray County, Oklahoma",5354,51490
40101,"Muskogee County, Oklahoma",26078,42689
40103,"Noble County, Oklahoma",4607,53253
40105,"Nowata County, Oklahoma",4084,41895
40107,"Okfuskee County, Oklahoma",3962,38527
40109,"Oklahoma County, Oklahoma",299232,52855
40111,"Okmulgee County, Oklahoma",14665,42175
40113,"Osage County, Oklahoma",18165,47789
40115,"Ottawa County, Oklahoma",11965,39070
40117,"Pawnee County, Oklahoma",6205,47413
40119,"Payne County, Oklahoma",30485,40944
40121,"Pittsburg County, Oklahoma",17745,45346
40123,"Pontotoc County, Oklahoma",14354,49235
40125,"Pottawatomie County, Oklahoma",26003,47683
40127,"Pushmataha County, Oklahoma",4463,37457
40129,"Roger Mills County, Oklahoma",1352,47667
40131,"Rogers County, Oklahoma",34452,62949
40133,"Seminole County, Oklahoma",9222,38706
40135,"Sequoyah County, Oklahoma",15376,38328
40137,"Stephens County, Oklahoma",16955,46166
40139,"Texas County, Oklahoma",6725,50450
40141,"Tillman County, Oklahoma",2954,40462
40143,"Tulsa County, Oklahoma",251176,53902
40145,"Wagoner County, Oklahoma",28748,61566
40147,"Washington County, Oklahoma",20667,52103
40149,"Washita County, Oklahoma",4363,52510
40151,"Woods County, Oklahoma",3351,56899
40153,"Woodward County, Oklahoma",7255,58706
41001,"Baker County, Oregon",6927,43921
41003,"Benton County, Oregon",35056,58655
41005,"Clackamas County, Oregon",155456,76597
41007,"Clatsop County, Oregon",15910,52583
41009,"Columbia County, Oregon",19296,59714
41011,"Coos County, Oregon",26640,43308
41013,"Crook County, Oregon",9339,44524
41015,"Curry County, Oregon",10440,46396
41017,"Deschutes County, Oregon",72471,63680
41019,"Douglas County, Oregon",45026,45812
41021,"Gilliam County, Oregon",848,42976
41023,"Grant County, Oregon",3294,45357
41025,"Harney County, Oregon",3157,41797
41027,"Hood River County, Oregon",8539,62935
41029,"Jackson County, Oregon",87417,50851
41031,"Jefferson County, Oregon",7892,50339
41033,"Josephine County, Oregon",35978,43046
41035,"Klamath County, Oregon",27402,43522
41037,"Lake County, Oregon",3494,36627
41039,"Lane County, Oregon",150780,49958
41041,"Lincoln County, Oregon",21110,46061
41043,"Linn County, Oregon",47030,52097
41045,"Malheur County, Oregon",10138,42478
41047,"Marion County, Oregon",116861,56097
41049,"Morrow County, Oregon",3959,55440
41051,"Multnomah County, Oregon",321968,64337
41053,"Polk County, Oregon",29692,58344
41055,"Sherman County, Oregon",736,48056
41057,"Tillamook County, Oregon",10816,47500
41059,"Umatilla County, Oregon",26886,51887
41061,"Union County, Oregon",10481,48617
41063,"Wallowa County, Oregon",3165,44953
41065,"Wasco County, Oregon",10266,50973
41067,"Washington County, Oregon",216507,78010
41069,"Wheeler County, Oregon",661,33456
41071,"Yamhill County, Oregon",36197,59484
42001,"Adams County, Pennsylvania",39221,64507
42003,"Allegheny County, Pennsylvania",537960,58383
42005,"Armstrong County, Pennsylvania",27990,49032
42007,"Beaver County, Pennsylvania",70817,55828
42009,"Bedford County, Pennsylvania",19674,49146
42011,"Berks County, Pennsylvania",154467,61522
42013,"Blair County, Pennsylvania",51625,47969
42015,"Bradford County, Pennsylvania",24812,51457
42017,"Bucks County, Pennsylvania",237383,86055
42019,"Butler County, Pennsylvania",76240,68472
42021,"Cambria County, Pennsylvania",56793,45901
42023,"Cameron County, Pennsylvania",2232,41485
42025,"Carbon County, Pennsylvania",25739,53624
42027,"Centre County, Pennsylvania",57908,58055
42029,"Chester County, Pennsylvania",189592,96726
42031,"Clarion County, Pennsylvania",15824,45625
42033,"Clearfield County, Pennsylvania",31349,47270
42035,"Clinton County, Pennsylvania",14744,49234
42037,"Columbia County, Pennsylvania",26582,49889
42039,"Crawford County, Pennsylvania",35012,49144
42041,"Cumberland County, Pennsylvania",98877,68895
42043,"Dauphin County, Pennsylvania",111684,58916
42045,"Delaware County, Pennsylvania",206405,71539
42047,"Elk County, Pennsylvania",13727,51112
42049,"Erie County, Pennsylvania",110050,49716
42051,"Fayette County, Pennsylvania",54511,44476
42053,"Forest County, Pennsylvania",1631,38383
42055,"Franklin County, Pennsylvania",60210,59713
42057,"Fulton County, Pennsylvania",5950,51259
42059,"Greene County, Pennsylvania",14211,54121
42061,"Huntingdon County, Pennsylvania",16808,48597
42063,"Indiana County, Pennsylvania",33892,46877
42065,"Jefferson County, Pennsylvania",18465,46818
42067,"Juniata County, Pennsylvania",9404,52765
42069,"Lackawanna County, Pennsylvania",86628,50875
42071,"Lancaster County, Pennsylvania",199889,63823
42073,"Lawrence County, Pennsylvania",36907,48860
42075,"Lebanon County, Pennsylvania",53281,59114
42077,"Lehigh County, Pennsylvania",138008,62178
42079,"Luzerne County, Pennsylvania",128054,51646
42081,"Lycoming County, Pennsylvania",45897,52407
42083,"McKean County, Pennsylvania",17169,46953
42085,"Mercer County, Pennsylvania",46028,48768
42087,"Mifflin County, Pennsylvania",19094,47526
42089,"Monroe County, Pennsylvania",56770,63931
42091,"Montgomery County, Pennsylvania",313949,88166
42093,"Montour County, Pennsylvania",7482,57183
42095,"Northampton County, Pennsylvania",114123,67565
42097,"Northumberland County, Pennsylvania",39132,47063
42099,"Perry County, Pennsylvania",18091,62266
42101,"Philadelphia County, Pennsylvania",594778,43744
42103,"Pike County, Pennsylvania",21871,64247
42105,"Potter County, Pennsylvania",6523,42821
42107,"Schuylkill County, Pennsylvania",58733,49190
42109,"Snyder County, Pennsylvania",14716,57638
42111,"Somerset County, Pennsylvania",29708,48224
42113,"Sullivan County, Pennsylvania",2721,47346
42115,"Susquehanna County, Pennsylvania",17347,53059
42117,"Tioga County, Pennsylvania",16178,50667
42119,"Union County, Pennsylvania",14739,56026
42121,"Venango County, Pennsylvania",21915,47982
42123,"Warren County, Pennsylvania",17080,48409
42125,"Washington County, Pennsylvania",84100,61567
42127,"Wayne County, Pennsylvania",18739,54851
42129,"Westmoreland County, Pennsylvania",151665,58866
42131,"Wyoming County, Pennsylvania",10784,59308
42133,"York County, Pennsylvania",171244,63902
44001,"Bristol County, Rhode Island",19553,75578
44003,"Kent County, Rhode Island",68833,70223
44005,"Newport County, Rhode Island",35217,77237
44007,"Providence County, Rhode Island",238171,55233
44009,"Washington County, Rhode Island",49111,81301
45001,"Abbeville County, South Carolina",9455,36685
45003,"Aiken County, South Carolina",66710,50036
45005,"Allendale County, South Carolina",3350,24560
45007,"Anderson County, South Carolina",76632,47906
45009,"Bamberg County, South Carolina",5422,32229
45011,"Barnwell County, South Carolina",8326,36566
45013,"Beaufort County, South Carolina",70607,63110
45015,"Berkeley County, South Carolina",74931,59995
45017,"Calhoun County, South Carolina",6121,44534
45019,"Charleston County, South Carolina",156482,61028
45021,"Cherokee County, South Carolina",20373,35836
45023,"Chester County, South Carolina",12453,40080
45025,"Chesterfield County, South Carolina",17977,40033
45027,"Clarendon County, South Carolina",13327,37525
45029,"Colleton County, South Carolina",15145,36276
45031,"Darlington County, South Carolina",26592,36254
45033,"Dillon County, South Carolina",10968,29362
45035,"Dorchester County, South Carolina",54549,61698
45037,"Edgefield County, South Carolina",9063,49200
45039,"Fairfield County, South Carolina",8979,36294
45041,"Florence County, South Carolina",52051,45479
45043,"Georgetown County, South Carolina",25111,48071
45045,"Greenville County, South Carolina",189334,56789
45047,"Greenwood County, South Carolina",27207,40982
45049,"Hampton County, South Carolina",6924,32453
45051,"Horry County, South Carolina",128586,48279
45053,"Jasper County, South Carolina",9982,41930
45055,"Kershaw County, South Carolina",24833,49392
45057,"Lancaster County, South Carolina",32632,55223
45059,"Laurens County, South Carolina",25373,41578
45061,"Lee County, South Carolina",6357,31651
45063,"Lexington County, South Carolina",111265,59593
45065,"McCormick County, South Carolina",3967,42262
45067,"Marion County, South Carolina",11538,33046
45069,"Marlboro County, South Carolina",9584,34203
45071,"Newberry County, South Carolina",14939,42765
45073,"Oconee County, South Carolina",31818,46056
45075,"Orangeburg County, South Carolina",32966,36188
45077,"Pickens County, South Carolina",47375,47024
45079,"Richland County, South Carolina",150309,53922
45081,"Saluda County, South Carolina",7211,44486
45083,"Spartanburg County, South Carolina",114640,50179
45085,"Sumter County, South Carolina",41137,43792
45087,"Union County, South Carolina",11544,40120
45089,"Williamsburg County, South Carolina",12411,32351
45091,"York County, South Carolina",98155,62431
46003,"Aurora County, South Dakota",1161,59293
46005,"Beadle County, South Dakota",7770,51700
46007,"Bennett County, South Dakota",985,48348
46009,"Bon Homme County, South Dakota",2536,54450
46011,"Brookings County, South Dakota",12764,56370
46013,"Brown County, South Dakota",16184,56455
46015,"Brule County, South Dakota",2221,50839
46017,"Buffalo County, South Dakota",564,32500
46019,"Butte County, South Dakota",4178,44387
46021,"Campbell County, South Dakota",658,52500
46023,"Charles Mix County, South Dakota",3144,46389
46025,"Clark County, South Dakota",1536,47798
46027,"Clay County, South Dakota",5223,43189
46029,"Codington County, South Dakota",11974,54774
46031,"Corson County, South Dakota",1186,35441
46033,"Custer County, South Dakota",3941,55472
46035,"Davison County, South Dakota",8687,47772
46037,"Day County, South Dakota",2599,44145
46039,"Deuel County, South Dakota",1799,57930
46041,"Dewey County, South Dakota",1667,43954
46043,"Douglas County, South Dakota",1250,57419
46045,"Edmunds County, South Dakota",1563,68551
46047,"Fall River County, South Dakota",3119,50837
46049,"Faulk County, South Dakota",902,53889
46051,"Grant County, South Dakota",3212,62532
46053,"Gregory County, South Dakota",1845,44479
46055,"Haakon County, South Dakota",909,37420
46057,"Hamlin County, South Dakota",2215,65050
46059,"Hand County, South Dakota",1518,52438
46061,"Hanson County, South Dakota",1069,63036
46063,"Harding County, South Dakota",548,57365
46065,"Hughes County, South Dakota",7479,63564
46067,"Hutchinson County, South Dakota",2862,54868
46069,"Hyde County, South Dakota",598,54891
46071,"Jackson County, South Dakota",884,33438
46073,"Jerauld County, South Dakota",917,49519
46075,"Jones County, South Dakota",403,41103
46077,"Kingsbury County, South Dakota",2296,59375
46079,"Lake County, South Dakota",4675,59232
46081,"Lawrence County, South Dakota",11022,52245
46083,"Lincoln County, South Dakota",19294,81422
46085,"Lyman County, South Dakota",1404,53263
46087,"McCook County, South Dakota",2209,62234
46089,"McPherson County, South Dakota",1012,43804
46091,"Marshall County, South Dakota",1862,63594
46093,"Meade County, South Dakota",10912,59218
46095,"Mellette County, South Dakota",668,31222
46097,"Miner County, South Dakota",973,51394
46099,"Minnehaha County, South Dakota",75049,60028
46101,"Moody County, South Dakota",2636,58167
46102,"Oglala Lakota County, South Dakota",2820,30347
46103,"Pennington County, South Dakota",43598,55024
46105,"Perkins County, South Dakota",1285,56850
46107,"Potter County, South Dakota",998,53600
46109,"Roberts County, South Dakota",3824,50495
46111,"Sanborn County, South Dakota",1051,54899
46115,"Spink County, South Dakota",2635,52729
46117,"Stanley County, South Dakota",1264,71763
46119,"Sully County, South Dakota",567,64028
46121,"Todd County, South Dakota",2703,24257
46123,"Tripp County, South Dakota",2406,51027
46125,"Turner County, South Dakota",3470,55380
46127,"Union County, South Dakota",6463,69563
46129,"Walworth County, South Dakota",2296,52123
46135,"Yankton County, South Dakota",9359,54694
46137,"Ziebach County, South Dakota",744,37143
47001,"Anderson County, Tennessee",30483,49376
47003,"Bedford County, Tennessee",16882,48945
47005,"Benton County, Tennessee",6786,33125
47007,"Bledsoe County, Tennessee",4853,42889
47009,"Blount County, Tennessee",50159,54140
47011,"Bradley County, Tennessee",39840,48140
47013,"Campbell County, Tennessee",16172,38170
47015,"Cannon County, Tennessee",5513,49523
47017,"Carroll County, Tennessee",11062,40810
47019,"Carter County, Tennessee",23594,36589
47021,"Cheatham County, Tennessee",14952,58641
47023,"Chester County, Tennessee",5958,45667
47025,"Claiborne County, Tennessee",13238,36077
47027,"Clay County, Tennessee",3173,31487
47029,"Cocke County, Tennessee",14181,33614
47031,"Coffee County, Tennessee",21626,47998
47033,"Crockett County, Tennessee",5335,42047
47035,"Cumberland County, Tennessee",25347,43893
47037,"Davidson County, Tennessee",277903,56507
47039,"Decatur County, Tennessee",4623,40233
47041,"DeKalb County, Tennessee",7487,44134
47043,"Dickson County, Tennessee",18978,50549
47045,"Dyer County, Tennessee",15180,43762
47047,"Fayette County, Tennessee",15410,59017
47049,"Fentress County, Tennessee",7403,35084
47051,"Franklin County, Tennessee",16431,49038
47053,"Gibson County, Tennessee",19223,41886
47055,"Giles County, Tennessee",11496,47528
47057,"Grainger County, Tennessee",8948,42997
47059,"Greene County, Tennessee",27244,40138
47061,"Grundy County, Tennessee",4838,36987
47063,"Hamblen County, Tennessee",24411,42589
47065,"Hamilton County, Tennessee",140890,53035
47067,"Hancock County, Tennessee",2809,28990
47069,"Hardeman County, Tennessee",8907,38651
47071,"Hardin County, Tennessee",10267,39798
47073,"Hawkins County, Tennessee",23330,40335
47075,"Haywood County, Tennessee",7100,38362
47077,"Henderson County, Tennessee",10671,42430
47079,"Henry County, Tennessee",13406,40837
47081,"Hickman County, Tennessee",8667,41998
47083,"Houston County, Tennessee",2943,43964
47085,"Humphreys County, Tennessee",6858,41510
47087,"Jackson County, Tennessee",4543,36703
47089,"Jefferson County, Tennessee",19910,47264
47091,"Johnson County, Tennessee",6858,34151
47093,"Knox County, Tennessee",183318,54437
47095,"Lake County, Tennessee",2203,34966
47097,"Lauderdale County, Tennessee",9754,37915
47099,"Lawrence County, Tennessee",16131,41553
47101,"Lewis County, Tennessee",4758,37139
47103,"Lincoln County, Tennessee",13636,45736
47105,"Loudon County, Tennessee",20215,56078
47107,"McMinn County, Tennessee",20427,41398
47109,"McNairy County, Tennessee",10022,36055
47111,"Macon County, Tennessee",9202,36246
47113,"Madison County, Tennessee",37729,46223
47115,"Marion County, Tennessee",11582,48024
47117,"Marshall County, Tennessee",12335,49370
47119,"Maury County, Tennessee",33572,54249
47121,"Meigs County, Tennessee",4790,43250
47123,"Monroe County, Tennessee",17694,38327
47125,"Montgomery County, Tennessee",70303,55972
47127,"Moore County, Tennessee",2602,52294
47129,"Morgan County, Tennessee",7517,40166
47131,"Obion County, Tennessee",12715,39866
47133,"Overton County, Tennessee",8974,36558
47135,"Perry County, Tennessee",3317,34634
47137,"Pickett County, Tennessee",2218,41004
47139,"Polk County, Tennessee",7096,41818
47141,"Putnam County, Tennessee",31110,40888
47143,"Rhea County, Tennessee",12342,39451
47145,"Roane County, Tennessee",20963,50003
47147,"Robertson County, Tennessee",25388,61774
47149,"Rutherford County, Tennessee",109468,63846
47151,"Scott County, Tennessee",8703,35453
47153,"Sequatchie County, Tennessee",5441,51750
47155,"Sevier County, Tennessee",36945,45943
47157,"Shelby County, Tennessee",350260,49782
47159,"Smith County, Tennessee",7584,46404
47161,"Stewart County, Tennessee",5246,42269
47163,"Sullivan County, Tennessee",66239,43442
47165,"Sumner County, Tennessee",65645,64631
47167,"Tipton County, Tennessee",21325,60167
47169,"Trousdale County, Tennessee",3054,52864
47171,"Unicoi County, Tennessee",7521,39851
47173,"Union County, Tennessee",7126,41352
47175,"Van Buren County, Tennessee",2163,37127
47177,"Warren County, Tennessee",15655,37715
47179,"Washington County, Tennessee",53190,46752
47181,"Wayne County, Tennessee",5954,38634
47183,"Weakley County, Tennessee",13605,38566
47185,"White County, Tennessee",9951,40745
47187,"Williamson County, Tennessee",75344,109026
47189,"Wilson County, Tennessee",48841,71513
48001,"Anderson County, Texas",16459,43355
48003,"Andrews County, Texas",5508,74233
48005,"Angelina County, Texas",30783,47714
48007,"Aransas County, Texas",9432,44865
48009,"Archer County, Texas",3332,64476
48011,"Armstrong County, Texas",708,66563
48013,"Atascosa County, Texas",15387,55265
48015,"Austin County, Texas",11041,65365
48017,"Bailey County, Texas",2111,46485
48019,"Bandera County, Texas",8242,53683
48021,"Bastrop County, Texas",25345,62941
48023,"Baylor County, Texas",1474,40750
48025,"Bee County, Texas",8537,42032
48027,"Bell County, Texas",120241,54184
48029,"Bexar County, Texas",632574,55456
48031,"Blanco County, Texas",4297,63071
48033,"Borden County, Texas",261,81985
48035,"Bosque County, Texas",7088,50882
48037,"Bowie County, Texas",33731,47505
48039,"Brazoria County, Texas",118762,79270
48041,"Brazos County, Texas",79053,46839
48043,"Brewster County, Texas",3942,43894
48045,"Briscoe County, Texas",632,42647
48047,"Brooks County, Texas",2052,27378
48049,"Brown County, Texas",14016,45457
48051,"Burleson County, Texas",6754,56235
48053,"Burnet County, Texas",16849,59238
48055,"Caldwell County, Texas",13225,52278
48057,"Calhoun County, Texas",7604,55469
48059,"Callahan County, Texas",5319,44602
48061,"Cameron County, Texas",123185,37132
48063,"Camp County, Texas",4692,42604
48065,"Carson County, Texas",2247,70087
48067,"Cass County, Texas",11789,45345
48069,"Castro County, Texas",2532,45000
48071,"Chambers County, Texas",13529,76850
48073,"Cherokee County, Texas",17940,46044
48075,"Childress County, Texas",2235,40794
48077,"Clay County, Texas",4045,51191
48079,"Cochran County, Texas",996,42798
48081,"Coke County, Texas",1617,45551
48083,"Coleman County, Texas",3460,43981
48085,"Collin County, Texas",331336,94192
48087,"Collingsworth County, Texas",1055,42750
48089,"Colorado County, Texas",7511,49504
48091,"Comal County, Texas",48903,75356
48093,"Comanche County, Texas",5260,47893
48095,"Concho County, Texas",873,43355
48097,"Cooke County, Texas",15368,57646
48099,"Coryell County, Texas",22314,51440
48101,"Cottle County, Texas",686,34375
48103,"Crane County, Texas",1422,70398
48105,"Crockett County, Texas",1388,51152
48107,"Crosby County, Texas",2044,37899
48109,"Culberson County, Texas",681,33417
48111,"Dallam County, Texas",2404,51250
48113,"Dallas County, Texas",917276,56854
48115,"Dawson County, Texas",4322,44657
48117,"Deaf Smith County, Texas",6139,51841
48119,"Delta County, Texas",2015,46138
48121,"Denton County, Texas",283250,83376
48123,"DeWitt County, Texas",7088,53779
48125,"Dickens County, Texas",842,41618
48127,"Dimmit County, Texas",3309,27832
48129,"Donley County, Texas",1290,43224
48131,"Duval County, Texas",3511,37382
48133,"Eastland County, Texas",6460,35325
48135,"Ector County, Texas",51954,60676
48137,"Edwards County, Texas",686,40313
48139,"Ellis County, Texas",55840,72213
48141,"El Paso County, Texas",265724,44597
48143,"Erath County, Texas",13961,48819
48145,"Falls County, Texas",5237,38032
48147,"Fannin County, Texas",12231,50761
48149,"Fayette County, Texas",9067,56297
