FIPSCode,total_2016,gop_2016,dem_2016,oth_2016,WINNER
48373,34444,26587,7123,734,Rep
48375,28330,19499,7620,1211,Rep
48377,2203,652,1458,93,Dem
48379,4630,3919,619,92,Rep
48381,53813,43379,8340,2094,Rep
48383,900,709,167,24,Rep
48385,1678,1382,262,34,Rep
48387,5147,3924,1148,75,Rep
48389,3184,1417,1659,108,Dem
48391,2945,1830,1034,81,Rep
48393,550,524,20,6,Rep
48395,7010,4665,2203,142,Rep
48397,39529,28396,9633,1500,Rep
48399,3765,3241,452,72,Rep
48401,18994,14675,3935,384,Rep
48403,4642,3992,614,36,Rep
48405,3563,2620,907,36,Rep
48407,10305,8050,2034,221,Rep
48409,21513,13004,7825,684,Rep
48411,2354,2025,293,36,Rep
48413,1054,819,209,26,Rep
48415,5261,4403,733,125,Rep
48417,1502,1378,103,21,Rep
48419,9072,7171,1757,144,Rep
48421,933,807,96,30,Rep
48423,83161,58631,22128,2402,Rep
48425,3876,3206,540,130,Rep
48427,11691,2218,9246,227,Dem
48429,3453,3033,348,72,Rep
48431,633,549,70,14,Rep
48433,701,555,135,11,Rep
48435,1415,1075,313,27,Rep
48437,2190,1671,462,57,Rep
48439,662832,345683,288001,29148,Rep
48441,45266,33172,10047,2047,Rep
48443,437,287,140,10,Rep
48445,1763,1295,424,44,Rep
48447,808,715,84,9,Rep
48449,9176,6405,2538,233,Rep
48451,38104,27376,9117,1611,Rep
48453,462511,126750,306475,29286,Dem
48455,5982,4737,1154,91,Rep
48457,7969,6601,1243,125,Rep
48459,15918,13198,2378,342,Rep
48461,1296,961,284,51,Rep
48463,8936,4828,3863,245,Rep
48465,13476,5856,6920,700,Dem
48467,21689,18436,2792,461,Rep
48469,31032,21253,8843,936,Rep
48471,19683,12878,6085,720,Rep
48473,16715,10525,5744,446,Rep
48475,3413,2541,780,92,Rep
48477,14747,10944,3381,422,Rep
48479,56867,12946,42297,1624,Dem
48481,14707,10149,4238,320,Rep
48483,2306,2087,194,25,Rep
48485,37913,27609,8752,1552,Rep
48487,4101,3166,807,128,Rep
48489,5082,1541,3416,125,Dem
48491,200524,104029,84252,12243,Rep
48493,19255,13991,4790,474,Rep
48495,1873,1403,420,50,Rep
48497,24661,20655,3412,594,Rep
48499,18646,15681,2624,341,Rep
48501,2299,1797,426,76,Rep
48503,7658,6587,873,198,Rep
48505,3134,1028,2056,50,Dem
48507,3390,692,2633,65,Dem
49001,2484,1838,264,382,Rep
49003,16548,10324,1814,4410,Rep
49005,26492,12385,5435,8672,Rep
49007,7654,5055,1673,926,Rep
49009,465,327,76,62,Rep
49011,91822,41250,20206,30366,Rep
49013,6932,5505,500,927,Rep
49015,4263,3402,379,482,Rep
49017,2294,1577,352,365,Rep
49019,4427,1924,1920,583,Rep
49021,6197,4090,977,1130,Rep
49023,4076,2759,436,881,Rep
49025,3482,2248,739,495,Rep
49027,5211,3845,429,937,Rep
49029,5136,3156,572,1408,Rep
49031,617,537,31,49,Rep
49033,1096,786,104,206,Rep
49035,282435,91375,126702,64358,Dem
49037,3770,2073,1143,554,Rep
49039,9778,6436,1026,2316,Rep
49041,7925,6146,648,1131,Rep
49043,20133,7160,10251,2722,Dem
49045,18905,9693,4015,5197,Rep
49047,12714,9745,988,1981,Rep
49049,164777,84863,22934,56980,Rep
49051,11149,5627,2800,2722,Rep
49053,48818,33472,8369,6977,Rep
49055,1410,959,271,180,Rep
49057,81451,38447,22187,20817,Rep
50001,17592,5297,11217,1078,Dem
50001,17592,5297,11217,1078,Dem
50001,17592,5297,11217,1078,Dem
50001,17592,5297,11217,1078,Dem
50001,17592,5297,11217,1078,Dem
50001,17592,5297,11217,1078,Dem
50001,17592,5297,11217,1078,Dem
50001,17592,5297,11217,1078,Dem
50001,17592,5297,11217,1078,Dem
50001,17592,5297,11217,1078,Dem
50001,17592,5297,11217,1078,Dem
50001,17592,5297,11217,1078,Dem
50001,17592,5297,11217,1078,Dem
50001,17592,5297,11217,1078,Dem
50001,17592,5297,11217,1078,Dem
50001,17592,5297,11217,1078,Dem
50001,17592,5297,11217,1078,Dem
50001,17592,5297,11217,1078,Dem
50001,17592,5297,11217,1078,Dem
50001,17592,5297,11217,1078,Dem
50001,17592,5297,11217,1078,Dem
50001,17592,5297,11217,1078,Dem
50001,17592,5297,11217,1078,Dem
50003,16345,5925,9539,881,Dem
50003,16345,5925,9539,881,Dem
50003,16345,5925,9539,881,Dem
50003,16345,5925,9539,881,Dem
50003,16345,5925,9539,881,Dem
50003,16345,5925,9539,881,Dem
50003,16345,5925,9539,881,Dem
50003,16345,5925,9539,881,Dem
50003,16345,5925,9539,881,Dem
50003,16345,5925,9539,881,Dem
50003,16345,5925,9539,881,Dem
50003,16345,5925,9539,881,Dem
50003,16345,5925,9539,881,Dem
50003,16345,5925,9539,881,Dem
50003,16345,5925,9539,881,Dem
50003,16345,5925,9539,881,Dem
50005,12966,5533,6445,988,Dem
50005,12966,5533,6445,988,Dem
50005,12966,5533,6445,988,Dem
50005,12966,5533,6445,988,Dem
50005,12966,5533,6445,988,Dem
50005,12966,5533,6445,988,Dem
50005,12966,5533,6445,988,Dem
50005,12966,5533,6445,988,Dem
50005,12966,5533,6445,988,Dem
50005,12966,5533,6445,988,Dem
50005,12966,5533,6445,988,Dem
50005,12966,5533,6445,988,Dem
50005,12966,5533,6445,988,Dem
50005,12966,5533,6445,988,Dem
50005,12966,5533,6445,988,Dem
50005,12966,5533,6445,988,Dem
50005,12966,5533,6445,988,Dem
50007,77263,18298,54463,4502,Dem
50007,77263,18298,54463,4502,Dem
50007,77263,18298,54463,4502,Dem
50007,77263,18298,54463,4502,Dem
50007,77263,18298,54463,4502,Dem
50007,77263,18298,54463,4502,Dem
50007,77263,18298,54463,4502,Dem
50007,77263,18298,54463,4502,Dem
50007,77263,18298,54463,4502,Dem
50007,77263,18298,54463,4502,Dem
50007,77263,18298,54463,4502,Dem
50007,77263,18298,54463,4502,Dem
50007,77263,18298,54463,4502,Dem
50007,77263,18298,54463,4502,Dem
50007,77263,18298,54463,4502,Dem
50007,77263,18298,54463,4502,Dem
50007,77263,18298,54463,4502,Dem
50009,2706,1506,1019,181,Rep
50009,2706,1506,1019,181,Rep
50009,2706,1506,1019,181,Rep
50009,2706,1506,1019,181,Rep
50009,2706,1506,1019,181,Rep
50009,2706,1506,1019,181,Rep
50009,2706,1506,1019,181,Rep
50009,2706,1506,1019,181,Rep
50009,2706,1506,1019,181,Rep
50009,2706,1506,1019,181,Rep
50009,2706,1506,1019,181,Rep
50009,2706,1506,1019,181,Rep
50009,2706,1506,1019,181,Rep
50011,19373,8752,9351,1270,Dem
50011,19373,8752,9351,1270,Dem
50011,19373,8752,9351,1270,Dem
50011,19373,8752,9351,1270,Dem
50011,19373,8752,9351,1270,Dem
50011,19373,8752,9351,1270,Dem
50011,19373,8752,9351,1270,Dem
50011,19373,8752,9351,1270,Dem
50011,19373,8752,9351,1270,Dem
50011,19373,8752,9351,1270,Dem
50011,19373,8752,9351,1270,Dem
50011,19373,8752,9351,1270,Dem
50011,19373,8752,9351,1270,Dem
50011,19373,8752,9351,1270,Dem
50011,19373,8752,9351,1270,Dem
50013,3778,1487,2094,197,Dem
50013,3778,1487,2094,197,Dem
50013,3778,1487,2094,197,Dem
50013,3778,1487,2094,197,Dem
50013,3778,1487,2094,197,Dem
50015,11641,3570,7241,830,Dem
50015,11641,3570,7241,830,Dem
50015,11641,3570,7241,830,Dem
50015,11641,3570,7241,830,Dem
50015,11641,3570,7241,830,Dem
50015,11641,3570,7241,830,Dem
50015,11641,3570,7241,830,Dem
50015,11641,3570,7241,830,Dem
50015,11641,3570,7241,830,Dem
50015,11641,3570,7241,830,Dem
50017,13464,4997,7522,945,Dem
50017,13464,4997,7522,945,Dem
50017,13464,4997,7522,945,Dem
50017,13464,4997,7522,945,Dem
50017,13464,4997,7522,945,Dem
50017,13464,4997,7522,945,Dem
50017,13464,4997,7522,945,Dem
50017,13464,4997,7522,945,Dem
50017,13464,4997,7522,945,Dem
50017,13464,4997,7522,945,Dem
50017,13464,4997,7522,945,Dem
50017,13464,4997,7522,945,Dem
50017,13464,4997,7522,945,Dem
50017,13464,4997,7522,945,Dem
50017,13464,4997,7522,945,Dem
50017,13464,4997,7522,945,Dem
50017,13464,4997,7522,945,Dem
50019,10988,5158,5181,649,Dem
50019,10988,5158,5181,649,Dem
50019,10988,5158,5181,649,Dem
50019,10988,5158,5181,649,Dem
50019,10988,5158,5181,649,Dem
50019,10988,5158,5181,649,Dem
50019,10988,5158,5181,649,Dem
50019,10988,5158,5181,649,Dem
50019,10988,5158,5181,649,Dem
50019,10988,5158,5181,649,Dem
50019,10988,5158,5181,649,Dem
50019,10988,5158,5181,649,Dem
50019,10988,5158,5181,649,Dem
50019,10988,5158,5181,649,Dem
50019,10988,5158,5181,649,Dem
50019,10988,5158,5181,649,Dem
50019,10988,5158,5181,649,Dem
50019,10988,5158,5181,649,Dem
50019,10988,5158,5181,649,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50021,27660,12471,13629,1560,Dem
50023,28654,7993,18594,2067,Dem
50023,28654,7993,18594,2067,Dem
50023,28654,7993,18594,2067,Dem
50023,28654,7993,18594,2067,Dem
50023,28654,7993,18594,2067,Dem
50023,28654,7993,18594,2067,Dem
50023,28654,7993,18594,2067,Dem
50023,28654,7993,18594,2067,Dem
50023,28654,7993,18594,2067,Dem
50023,28654,7993,18594,2067,Dem
50023,28654,7993,18594,2067,Dem
50023,28654,7993,18594,2067,Dem
50023,28654,7993,18594,2067,Dem
50023,28654,7993,18594,2067,Dem
50023,28654,7993,18594,2067,Dem
50023,28654,7993,18594,2067,Dem
50023,28654,7993,18594,2067,Dem
50023,28654,7993,18594,2067,Dem
50023,28654,7993,18594,2067,Dem
50023,28654,7993,18594,2067,Dem
50025,21151,5462,14340,1349,Dem
50025,21151,5462,14340,1349,Dem
50025,21151,5462,14340,1349,Dem
50025,21151,5462,14340,1349,Dem
50025,21151,5462,14340,1349,Dem
50025,21151,5462,14340,1349,Dem
50025,21151,5462,14340,1349,Dem
50025,21151,5462,14340,1349,Dem
50025,21151,5462,14340,1349,Dem
50025,21151,5462,14340,1349,Dem
50025,21151,5462,14340,1349,Dem
50025,21151,5462,14340,1349,Dem
50025,21151,5462,14340,1349,Dem
50025,21151,5462,14340,1349,Dem
50025,21151,5462,14340,1349,Dem
50025,21151,5462,14340,1349,Dem
50025,21151,5462,14340,1349,Dem
50025,21151,5462,14340,1349,Dem
50025,21151,5462,14340,1349,Dem
50025,21151,5462,14340,1349,Dem
50025,21151,5462,14340,1349,Dem
50025,21151,5462,14340,1349,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
50027,27832,8604,17544,1684,Dem
51001,15755,8582,6737,436,Rep
51003,56134,19232,33297,3605,Dem
51005,7306,4873,2165,268,Rep
51007,7035,4704,2150,181,Rep
51009,15164,9643,4986,535,Rep
51011,7954,5714,2023,217,Rep
51013,119344,20155,91879,7310,Dem
51015,36661,26152,8108,2401,Rep
51017,2243,1548,603,92,Rep
51019,42186,30578,9733,1875,Rep
51021,3124,2572,453,99,Rep
51023,18641,13369,4492,780,Rep
51025,7645,3045,4473,127,Dem
51027,9220,7292,1721,207,Rep
51029,7284,3969,3128,187,Rep
51031,27218,19442,6597,1179,Rep
51033,14189,7143,6425,621,Rep
51035,13587,10653,2557,377,Rep
51036,3745,1381,2244,120,Dem
51037,5792,3479,2153,160,Rep
51041,175288,84938,80993,9357,Rep
51043,8131,4657,3047,427,Rep
51045,2784,2139,541,104,Rep
51047,22087,13341,7744,1002,Rep
51049,4875,2693,2032,150,Rep
51051,6405,4932,1335,138,Rep
51053,13533,7447,5765,321,Rep
51057,5354,2657,2541,156,Rep
51059,542858,157837,354485,30536,Dem
51061,37124,22110,12960,2054,Rep
51063,7972,5289,2300,383,Rep
51065,13492,7018,5751,723,Rep
51067,26805,18560,7254,991,Rep
51069,40133,26069,11920,2144,Rep
51071,8196,5930,1949,317,Rep
51073,19524,13087,5399,1038,Rep
51075,13930,8374,4884,672,Rep
51077,7258,5593,1407,258,Rep
51079,9503,5943,2923,637,Rep
51081,4363,1737,2558,68,Dem
51083,16946,9698,6890,358,Rep
51085,62313,39592,19360,3361,Rep
51087,161966,59674,93615,8677,Dem
51089,24029,15207,8199,623,Rep
51091,1391,958,371,62,Rep
51093,20481,11971,7673,837,Rep
51095,42737,21284,19091,2362,Rep
51097,3615,2059,1451,105,Rep
51099,11967,7338,4002,627,Rep
51101,9088,5963,2752,373,Rep
51103,6599,3520,2862,217,Rep
51105,9353,7542,1627,184,Rep
51107,180265,69633,99909,10723,Dem
51109,17507,10507,6208,792,Rep
51111,5577,3206,2226,145,Rep
51113,6934,4418,2202,314,Rep
51115,5292,3515,1563,214,Rep
51117,15177,8283,6571,323,Rep
51119,5994,3668,2107,219,Rep
51121,42695,19455,20015,3225,Dem
51125,8247,4150,3677,420,Rep
51127,12163,8117,3545,501,Rep
51131,6134,2686,3255,193,Dem
51133,8176,5089,2830,257,Rep
51135,6717,3712,2829,176,Rep
51137,17157,10511,5955,691,Rep
51139,10663,7824,2514,325,Rep
51141,8489,6454,1768,267,Rep
51143,31687,21742,9195,750,Rep
51145,16794,11875,4057,862,Rep
51147,9113,4099,4590,424,Dem
51149,16140,9157,6419,564,Rep
51153,144854,54065,83093,7696,Dem
51155,15112,10314,4170,628,Rep
51157,4444,2532,1741,171,Rep
51159,3651,2213,1347,91,Rep
51161,50149,30857,16787,2505,Rep
51163,10685,6671,3506,508,Rep
51165,36536,25269,9361,1906,Rep
51167,12195,9516,2328,351,Rep
51169,10055,8242,1579,234,Rep
51171,20335,14078,5269,988,Rep
51173,12825,9747,2661,417,Rep
51175,8872,5035,3595,242,Rep
51177,62083,34619,24204,3260,Rep
51179,65350,33840,27879,3631,Rep
51181,3976,1785,2069,122,Dem
51183,5036,2055,2874,107,Dem
51185,18495,15160,2895,440,Rep
51187,17791,11762,5165,864,Rep
51191,25715,19309,5548,858,Rep
51193,8291,4331,3723,237,Rep
51195,14991,11983,2687,321,Rep
51197,13250,10044,2765,441,Rep
51199,34062,18823,12989,2250,Rep
51510,74384,13241,57147,3996,Dem
51520,6966,4884,1832,250,Rep
51530,2395,1432,693,270,Rep
51540,22211,2951,17865,1395,Dem
51550,111827,53988,52554,5285,Rep
51570,8427,5681,2367,379,Rep
51580,2369,1349,914,106,Rep
51590,18862,7306,11051,505,Dem
51595,2367,792,1531,44,Dem
51600,11854,3695,7363,796,Dem
51610,7667,1323,5810,534,Dem
51620,4040,1421,2516,103,Dem
51630,11135,3731,6690,714,Dem
51640,2363,1603,680,80,Rep
51650,61489,17802,41030,2657,Dem
51660,17693,6232,10100,1361,Dem
51670,8968,3885,4722,361,Dem
51678,2448,766,1514,168,Dem
51680,35349,17979,14787,2583,Rep
51683,15210,5934,8395,881,Dem
51685,5214,1732,3218,264,Dem
51690,5873,2149,3531,193,Dem
51700,68432,23650,40997,3785,Dem
51710,75172,19875,51429,3868,Dem
51720,1456,1021,383,52,Rep
51730,13717,1448,12005,264,Dem
51735,7114,5089,1599,426,Rep
51740,43000,12773,28462,1765,Dem
51750,6032,2637,2923,472,Dem
51760,94724,14254,74640,5830,Dem
51770,41728,16045,23403,2280,Dem
51775,12129,7225,4212,692,Rep
51790,11144,5129,5329,686,Dem
51800,41929,17206,23012,1711,Dem
51810,171876,84389,76744,10743,Rep
51820,9114,4798,3762,554,Rep
51830,7534,1921,5199,414,Dem
51840,10574,4786,5161,627,Dem
53001,4081,2740,1118,223,Rep
53003,9684,5712,3118,854,Rep
53005,70499,42071,23160,5268,Rep
53007,21038,11556,8402,1080,Rep
53009,29202,13741,13733,1728,Rep
53011,190653,88266,88507,13880,Dem
53013,1969,1359,482,128,Rep
53015,38119,20216,15296,2607,Rep
53017,10949,6875,3452,622,Rep
53019,3123,1927,960,236,Rep
53021,14693,8242,5594,857,Rep
53023,1232,841,276,115,Rep
53025,27144,17813,7400,1931,Rep
53027,23783,11818,10194,1771,Rep
53029,41010,17634,20173,3203,Dem
53031,19145,5716,11987,1442,Dem
53033,883231,191806,638033,53392,Dem
53035,110419,43265,57049,10105,Dem
53037,13766,7530,5452,784,Rep
53039,8132,4436,3196,500,Rep
53041,19321,12503,5750,1068,Rep
53043,5629,4056,1222,351,Rep
53045,27124,13256,11598,2270,Rep
53047,7061,4048,2630,383,Rep
53049,8872,4444,3900,528,Rep
53051,6563,4227,1871,465,Rep
53053,298470,125964,148918,23588,Dem
53055,10059,2523,6735,801,Dem
53057,35727,15541,17905,2281,Dem
53059,5308,2789,2098,421,Rep
53061,305281,114775,165740,24766,Dem
53063,201592,100669,83941,16982,Rep
53065,12658,8463,3477,718,Rep
53067,116839,44320,62130,10389,Dem
53069,2333,1328,824,181,Rep
53071,16127,8869,6260,998,Rep
53073,104241,38985,57197,8059,Dem
53075,8300,3732,3903,665,Dem
53077,52250,29592,20039,2619,Rep
54001,6024,4509,1213,302,Rep
54003,42770,28210,12287,2273,Rep
54005,8654,6483,1783,388,Rep
54007,5063,3516,1315,232,Rep
54009,9540,6574,2549,417,Rep
54011,32701,19648,11306,1747,Rep
54013,2604,2023,456,125,Rep
54015,2958,2289,566,103,Rep
54017,2826,2347,360,119,Rep
54019,15187,10263,4246,678,Rep
54021,2528,1889,537,102,Rep
54023,4945,4338,510,97,Rep
54025,13984,9499,3743,742,Rep
54027,8557,6646,1576,335,Rep
54029,12642,8870,3247,525,Rep
54031,6022,4544,1249,229,Rep
54033,27868,18687,7675,1506,Rep
54035,12108,8959,2648,501,Rep
54037,24007,13144,9458,1405,Rep
54039,74996,43464,27985,3547,Rep
54041,6885,5245,1336,304,Rep
54043,6988,5257,1435,296,Rep
54045,12315,9866,2082,367,Rep
54047,6179,4614,1429,136,Rep
54049,22910,14592,6926,1392,Rep
54051,13083,9565,2894,624,Rep
54053,10115,7597,2069,449,Rep
54055,22919,17362,4689,868,Rep
54057,11410,8957,2019,434,Rep
54059,9469,7876,1365,228,Rep
54061,35733,18278,14568,2887,Rep
54063,5670,4337,1089,244,Rep
54065,7635,5718,1568,349,Rep
54067,9385,7169,1821,395,Rep
54069,17819,11077,5452,1290,Rep
54071,3212,2388,726,98,Rep
54073,3130,2342,620,168,Rep
54075,3619,2474,924,221,Rep
54077,12611,9501,2462,648,Rep
54079,24443,17455,5784,1204,Rep
54081,29311,21835,6362,1114,Rep
54083,10816,7583,2724,509,Rep
54085,4040,3376,490,174,Rep
54087,5234,3772,1220,242,Rep
54089,4847,3444,1186,217,Rep
54091,6498,4701,1483,314,Rep
54093,3464,2557,750,157,Rep
54095,3621,2967,505,149,Rep
54097,9180,6971,1763,446,Rep
54099,15080,11077,3334,669,Rep
54101,2955,2284,554,117,Rep
54103,6191,4461,1348,382,Rep
54105,2410,1903,383,124,Rep
54107,35256,25168,8327,1761,Rep
54109,7809,6527,1061,221,Rep
55001,10107,5983,3780,344,Rep
55003,7926,3428,4136,362,Dem
55005,22514,13595,7881,1038,Rep
55007,9491,4125,4953,413,Dem
55009,127497,67192,53358,6947,Rep
55011,6921,4049,2531,341,Rep
55013,8719,5412,2948,359,Rep
55015,26429,15345,9634,1450,Rep
55017,31471,17912,11875,1684,Rep
55019,13548,8645,4225,678,Rep
55021,29287,14160,13525,1602,Rep
55023,7678,3844,3426,408,Rep
55025,304729,71270,217506,15953,Dem
55027,42818,26643,13968,2207,Rep
55029,17398,8584,8026,788,Rep
55031,22185,9657,11342,1186,Dem
55033,22029,11487,9025,1517,Rep
55035,54080,23301,27271,3508,Dem
55037,2651,1897,666,88,Rep
55039,51094,31044,17391,2659,Rep
55041,4507,2787,1583,137,Rep
55043,24051,12347,10047,1657,Rep
55045,18791,8693,9121,977,Dem
55047,9315,6210,2700,405,Rep
55049,12123,4809,6669,645,Dem
55051,3477,2090,1273,114,Rep
55053,9202,4907,3821,474,Rep
55055,42324,23409,16559,2356,Rep
55057,11736,7188,4100,448,Rep
55059,75825,36025,35770,4030,Rep
55061,10742,6616,3623,503,Rep
55063,62785,26384,32402,3999,Dem
55065,7602,3977,3288,337,Rep
55067,10093,6436,3260,397,Rep
55069,14563,8400,5370,793,Rep
55071,39991,23234,14563,2194,Rep
55073,68849,39010,26476,3363,Rep
55075,19979,12995,6243,741,Rep
55077,7813,4712,2808,293,Rep
55078,1279,269,1003,7,Dem
55079,434970,126091,288986,19893,Dem
55081,19554,11442,7047,1065,Rep
55083,19924,13255,5886,783,Rep
55085,20837,11677,8103,1057,Rep
55087,95162,51579,38117,5466,Rep
55089,53368,30458,20167,2743,Rep
55091,3746,2228,1345,173,Rep
55093,21089,11260,8380,1449,Rep
55095,22691,13864,7568,1259,Rep
55097,38123,17310,18524,2289,Dem
55099,7560,4562,2671,327,Rep
55101,93678,46620,42506,4552,Rep
55103,7962,4021,3577,364,Rep
55105,75043,31483,39336,4224,Dem
55107,7029,4564,2171,294,Rep
55109,46819,26123,17496,3200,Rep
55111,33848,15871,16050,1927,Dem
55113,7767,4625,2846,296,Rep
55115,19697,12742,6056,899,Rep
55117,58290,32368,22636,3286,Rep
55119,9417,6589,2398,430,Rep
55121,13581,7370,5645,566,Rep
55123,14193,6994,6351,848,Rep
55125,13453,8169,4769,515,Rep
55127,50570,28848,18706,3016,Rep
55129,9059,5404,3283,372,Rep
55131,76246,51729,20854,3663,Rep
55133,236269,145519,79199,11551,Rep
55135,25491,16013,8303,1175,Rep
55137,11961,7669,3802,490,Rep
55139,85892,43447,37054,5391,Rep
55141,37712,21502,14232,1978,Rep
56001,16420,7601,6888,1931,Rep
56003,5079,4067,594,418,Rep
56005,17935,15778,1324,833,Rep
56007,6200,4409,1279,512,Rep
56009,6552,5520,668,364,Rep
56011,3771,3347,271,153,Rep
56013,16543,11167,4200,1176,Rep
56015,5708,4418,924,366,Rep
56017,2535,1939,400,196,Rep
56019,4349,3477,638,234,Rep
56021,39945,24844,11572,3529,Rep
56023,8398,6779,1105,514,Rep
56025,32493,23523,6573,2397,Rep
56027,1297,1116,115,66,Rep
56029,14634,11115,2535,984,Rep
56031,4460,3437,719,304,Rep
56033,14187,10266,2926,995,Rep
56035,4297,3409,644,244,Rep
56037,16661,12153,3233,1275,Rep
56039,12176,3920,7313,943,Dem
56041,8053,6154,1202,697,Rep
56043,3715,2911,532,272,Rep
56045,3334,2898,294,142,Rep
